partner_id,week_number,week_start_date,logins,referrals,earnings,unresolved_tickets,ticket_sentiment,join_date,region,partner_type,priority,behavior,days_since_last_outreach,payout_delay_days,commission_dispute_count,competitor_mention_flag,churn_driver,recommended_action
P0094,30,20-01-2026,15,84,475,1,,30-07-2024,LATAM,Affiliate,Bronze,healthy,21,0,0,0,Relationship Neglect,Immediate account manager outreach
P0095,1,01-07-2025,19,122,189,0,,12-01-2024,Europe,API User,Bronze,churning,25,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0095,2,08-07-2025,7,96,0,0,,12-01-2024,Europe,API User,Bronze,churning,13,0,0,0,Low Engagement,Re-engagement email + training invite
P0095,3,15-07-2025,8,99,0,4,,12-01-2024,Europe,API User,Bronze,at_risk,27,1,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0095,4,22-07-2025,14,108,161,1,,12-01-2024,Europe,API User,Bronze,healthy,4,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0095,5,29-07-2025,18,62,322,0,,12-01-2024,Europe,API User,Bronze,healthy,9,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,6,05-08-2025,17,17,0,0,,12-01-2024,Europe,API User,Bronze,healthy,14,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,7,12-08-2025,13,27,28,0,,12-01-2024,Europe,API User,Bronze,churning,4,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,8,19-08-2025,25,73,0,0,,12-01-2024,Europe,API User,Bronze,at_risk,13,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,9,26-08-2025,5,136,436,1,,12-01-2024,Europe,API User,Bronze,healthy,3,0,0,0,Low Engagement,Re-engagement email + training invite
P0095,10,02-09-2025,25,107,0,0,,12-01-2024,Europe,API User,Bronze,at_risk,20,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,11,09-09-2025,29,34,229,0,,12-01-2024,Europe,API User,Bronze,churning,5,1,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0095,12,16-09-2025,13,106,309,1,,12-01-2024,Europe,API User,Bronze,churning,6,0,1,0,Financial Issues,Escalate to Finance + commission review
P0095,13,23-09-2025,24,140,262,0,,12-01-2024,Europe,API User,Bronze,healthy,9,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,14,30-09-2025,23,147,0,0,,12-01-2024,Europe,API User,Bronze,churning,26,5,0,0,Performance Decline,Marketing assistance + performance review
P0095,15,07-10-2025,13,96,0,1,,12-01-2024,Europe,API User,Bronze,healthy,29,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,16,14-10-2025,25,138,0,2,,12-01-2024,Europe,API User,Bronze,churning,27,0,1,0,Financial Issues,Escalate to Finance + commission review
P0095,17,21-10-2025,21,119,0,1,,12-01-2024,Europe,API User,Bronze,healthy,9,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,18,28-10-2025,26,118,476,1,,12-01-2024,Europe,API User,Bronze,healthy,6,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0095,19,04-11-2025,19,70,499,0,,12-01-2024,Europe,API User,Bronze,healthy,11,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,20,11-11-2025,6,124,341,3,,12-01-2024,Europe,API User,Bronze,at_risk,16,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0095,21,18-11-2025,29,135,198,1,,12-01-2024,Europe,API User,Bronze,healthy,18,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0095,22,25-11-2025,18,103,46,2,,12-01-2024,Europe,API User,Bronze,healthy,14,0,0,0,Performance Decline,Marketing assistance + performance review
P0095,23,02-12-2025,7,58,442,0,,12-01-2024,Europe,API User,Bronze,healthy,2,0,1,0,Financial Issues,Escalate to Finance + commission review
P0095,24,09-12-2025,21,126,573,0,,12-01-2024,Europe,API User,Bronze,at_risk,4,0,0,0,Financial Issues,Escalate to Finance + commission review
P0095,25,16-12-2025,13,113,0,0,,12-01-2024,Europe,API User,Bronze,churning,28,5,0,0,Performance Decline,Marketing assistance + performance review
P0095,26,23-12-2025,14,97,477,0,,12-01-2024,Europe,API User,Bronze,healthy,11,0,0,0,Low Engagement,Re-engagement email + training invite
P0095,27,30-12-2025,9,45,0,0,,12-01-2024,Europe,API User,Bronze,at_risk,22,0,1,0,Financial Issues,Escalate to Finance + commission review
P0095,28,06-01-2026,19,53,322,1,,12-01-2024,Europe,API User,Bronze,healthy,5,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0095,29,13-01-2026,29,40,202,0,,12-01-2024,Europe,API User,Bronze,healthy,4,1,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0095,30,20-01-2026,6,132,616,0,,12-01-2024,Europe,API User,Bronze,healthy,20,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,1,01-07-2025,27,85,3609,0,,11-02-2024,Asia,API User,Gold,at_risk,11,0,1,0,Financial Issues,Escalate to Finance + commission review
P0096,2,08-07-2025,14,124,3028,0,,11-02-2024,Asia,API User,Gold,healthy,27,0,0,0,Performance Decline,Marketing assistance + performance review
P0096,3,15-07-2025,9,30,3510,0,,11-02-2024,Asia,API User,Gold,churning,28,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0096,4,22-07-2025,7,146,3408,0,,11-02-2024,Asia,API User,Gold,healthy,22,2,0,0,Low Engagement,Re-engagement email + training invite
P0096,5,29-07-2025,11,34,3334,0,,11-02-2024,Asia,API User,Gold,healthy,20,0,0,0,Performance Decline,Marketing assistance + performance review
P0096,6,05-08-2025,9,133,3586,0,,11-02-2024,Asia,API User,Gold,healthy,24,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,7,12-08-2025,26,32,3745,0,,11-02-2024,Asia,API User,Gold,at_risk,18,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0096,8,19-08-2025,21,28,3585,0,,11-02-2024,Asia,API User,Gold,healthy,25,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,9,26-08-2025,29,107,2862,0,,11-02-2024,Asia,API User,Gold,healthy,15,0,0,0,Performance Decline,Marketing assistance + performance review
P0096,10,02-09-2025,10,85,3782,1,,11-02-2024,Asia,API User,Gold,at_risk,3,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0096,11,09-09-2025,18,73,3246,0,,11-02-2024,Asia,API User,Gold,churning,26,0,0,0,Relationship Neglect,Immediate account manager outreach
P0096,12,16-09-2025,9,141,3351,1,,11-02-2024,Asia,API User,Gold,healthy,23,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,13,23-09-2025,17,30,3253,3,,11-02-2024,Asia,API User,Gold,churning,23,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0096,14,30-09-2025,19,112,3490,0,,11-02-2024,Asia,API User,Gold,healthy,1,0,0,0,Performance Decline,Marketing assistance + performance review
P0096,15,07-10-2025,29,34,3148,0,,11-02-2024,Asia,API User,Gold,healthy,6,0,0,0,Relationship Neglect,Immediate account manager outreach
P0096,16,14-10-2025,28,28,3043,0,,11-02-2024,Asia,API User,Gold,at_risk,24,0,0,0,Financial Issues,Escalate to Finance + commission review
P0096,17,21-10-2025,19,65,3492,0,,11-02-2024,Asia,API User,Gold,healthy,11,10,0,0,Financial Issues,Escalate to Finance + commission review
P0096,18,28-10-2025,6,31,3641,0,,11-02-2024,Asia,API User,Gold,healthy,15,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,19,04-11-2025,20,113,3068,0,,11-02-2024,Asia,API User,Gold,healthy,25,5,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0096,20,11-11-2025,15,83,3572,5,,11-02-2024,Asia,API User,Gold,healthy,17,2,1,0,Support Friction,Fast-track tickets + senior support follow-up
P0096,21,18-11-2025,22,24,2945,1,,11-02-2024,Asia,API User,Gold,healthy,13,2,0,0,Performance Decline,Marketing assistance + performance review
P0096,22,25-11-2025,8,22,3164,1,,11-02-2024,Asia,API User,Gold,healthy,9,1,0,0,Low Engagement,Re-engagement email + training invite
P0096,23,02-12-2025,28,106,3000,0,,11-02-2024,Asia,API User,Gold,healthy,9,5,0,0,Low Engagement,Re-engagement email + training invite
P0096,24,09-12-2025,24,25,3044,0,,11-02-2024,Asia,API User,Gold,churning,18,0,1,0,Financial Issues,Escalate to Finance + commission review
P0096,25,16-12-2025,17,63,3231,0,,11-02-2024,Asia,API User,Gold,healthy,4,10,1,0,Financial Issues,Escalate to Finance + commission review
P0096,26,23-12-2025,16,49,3266,0,,11-02-2024,Asia,API User,Gold,healthy,14,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,27,30-12-2025,9,134,3271,0,,11-02-2024,Asia,API User,Gold,healthy,9,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,28,06-01-2026,7,96,3762,0,,11-02-2024,Asia,API User,Gold,healthy,29,0,0,0,Low Engagement,Re-engagement email + training invite
P0096,29,13-01-2026,9,145,3463,3,,11-02-2024,Asia,API User,Gold,healthy,3,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0096,30,20-01-2026,5,148,3682,0,,11-02-2024,Asia,API User,Gold,healthy,20,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,1,01-07-2025,26,24,5945,0,,18-07-2024,Asia,Payment Agent,Platinum,churning,7,10,0,0,Financial Issues,Escalate to Finance + commission review
P0097,2,08-07-2025,21,63,6607,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,17,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,3,15-07-2025,19,64,6185,4,,18-07-2024,Asia,Payment Agent,Platinum,churning,12,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,4,22-07-2025,22,10,6051,1,,18-07-2024,Asia,Payment Agent,Platinum,healthy,3,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,5,29-07-2025,16,22,6384,0,,18-07-2024,Asia,Payment Agent,Platinum,at_risk,25,10,0,0,Financial Issues,Escalate to Finance + commission review
P0097,6,05-08-2025,28,110,6162,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,4,0,0,0,Financial Issues,Escalate to Finance + commission review
P0097,7,12-08-2025,7,115,6546,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,1,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,8,19-08-2025,23,136,6059,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,19,0,1,0,Financial Issues,Escalate to Finance + commission review
P0097,9,26-08-2025,9,72,5974,1,,18-07-2024,Asia,Payment Agent,Platinum,healthy,21,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,10,02-09-2025,8,90,5917,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,29,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,11,09-09-2025,24,61,5920,0,,18-07-2024,Asia,Payment Agent,Platinum,at_risk,25,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0097,12,16-09-2025,14,96,6521,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,6,0,2,0,Financial Issues,Escalate to Finance + commission review
P0097,13,23-09-2025,26,27,6398,5,,18-07-2024,Asia,Payment Agent,Platinum,churning,20,0,1,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,14,30-09-2025,13,111,6606,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,29,0,0,0,Performance Decline,Marketing assistance + performance review
P0097,15,07-10-2025,17,149,6234,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,14,0,0,0,Financial Issues,Escalate to Finance + commission review
P0097,16,14-10-2025,7,61,6567,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,18,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,17,21-10-2025,13,112,6521,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,1,10,0,0,Financial Issues,Escalate to Finance + commission review
P0097,18,28-10-2025,23,115,6023,0,,18-07-2024,Asia,Payment Agent,Platinum,at_risk,21,0,0,0,Relationship Neglect,Immediate account manager outreach
P0097,19,04-11-2025,21,122,6367,0,,18-07-2024,Asia,Payment Agent,Platinum,churning,27,10,0,0,Financial Issues,Escalate to Finance + commission review
P0097,20,11-11-2025,15,113,6695,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,3,5,0,0,Performance Decline,Marketing assistance + performance review
P0097,21,18-11-2025,20,29,5872,1,,18-07-2024,Asia,Payment Agent,Platinum,churning,9,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0097,22,25-11-2025,13,109,6616,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,16,1,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0097,23,02-12-2025,8,94,6550,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,17,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,24,09-12-2025,5,91,6022,3,,18-07-2024,Asia,Payment Agent,Platinum,healthy,13,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,25,16-12-2025,19,32,5819,4,,18-07-2024,Asia,Payment Agent,Platinum,churning,3,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,26,23-12-2025,29,69,6434,1,,18-07-2024,Asia,Payment Agent,Platinum,churning,29,1,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,27,30-12-2025,9,38,5956,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,17,0,0,0,Low Engagement,Re-engagement email + training invite
P0097,28,06-01-2026,18,89,6698,0,,18-07-2024,Asia,Payment Agent,Platinum,healthy,24,2,0,0,Low Engagement,Re-engagement email + training invite
P0097,29,13-01-2026,17,79,6044,0,,18-07-2024,Asia,Payment Agent,Platinum,at_risk,14,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0097,30,20-01-2026,9,58,6707,0,,18-07-2024,Asia,Payment Agent,Platinum,churning,7,0,1,0,Financial Issues,Escalate to Finance + commission review
P0098,1,01-07-2025,29,130,3755,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,10,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0098,2,08-07-2025,18,148,3640,4,,01-08-2024,Middle East,Affiliate,Gold,churning,14,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,3,15-07-2025,9,69,4027,1,,01-08-2024,Middle East,Affiliate,Gold,healthy,3,0,0,0,Low Engagement,Re-engagement email + training invite
P0098,4,22-07-2025,14,104,3673,0,,01-08-2024,Middle East,Affiliate,Gold,at_risk,21,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,5,29-07-2025,19,71,4198,2,,01-08-2024,Middle East,Affiliate,Gold,healthy,19,0,0,0,Performance Decline,Marketing assistance + performance review
P0098,6,05-08-2025,23,110,4150,1,,01-08-2024,Middle East,Affiliate,Gold,churning,25,10,0,0,Financial Issues,Escalate to Finance + commission review
P0098,7,12-08-2025,22,121,4239,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,26,5,0,0,Low Engagement,Re-engagement email + training invite
P0098,8,19-08-2025,19,56,3616,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,1,0,0,0,Low Engagement,Re-engagement email + training invite
P0098,9,26-08-2025,16,109,3427,0,,01-08-2024,Middle East,Affiliate,Gold,at_risk,26,0,2,0,Financial Issues,Escalate to Finance + commission review
P0098,10,02-09-2025,19,10,3769,0,,01-08-2024,Middle East,Affiliate,Gold,at_risk,21,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0098,11,09-09-2025,16,21,3379,1,,01-08-2024,Middle East,Affiliate,Gold,healthy,27,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0098,12,16-09-2025,11,133,3928,1,,01-08-2024,Middle East,Affiliate,Gold,healthy,13,0,0,0,Performance Decline,Marketing assistance + performance review
P0098,13,23-09-2025,26,133,3776,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,23,0,0,0,Relationship Neglect,Immediate account manager outreach
P0098,14,30-09-2025,24,135,4225,3,,01-08-2024,Middle East,Affiliate,Gold,churning,18,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,15,07-10-2025,16,140,3447,0,,01-08-2024,Middle East,Affiliate,Gold,churning,4,1,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0098,16,14-10-2025,14,26,3373,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,1,0,0,0,Low Engagement,Re-engagement email + training invite
P0098,17,21-10-2025,20,112,3791,5,,01-08-2024,Middle East,Affiliate,Gold,churning,10,0,1,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,18,28-10-2025,20,22,4019,2,,01-08-2024,Middle East,Affiliate,Gold,churning,15,1,0,0,Relationship Neglect,Immediate account manager outreach
P0098,19,04-11-2025,27,39,3877,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,12,0,0,0,Performance Decline,Marketing assistance + performance review
P0098,20,11-11-2025,28,105,3330,3,,01-08-2024,Middle East,Affiliate,Gold,healthy,6,5,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,21,18-11-2025,6,81,4011,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,27,5,0,0,Low Engagement,Re-engagement email + training invite
P0098,22,25-11-2025,8,102,3971,4,,01-08-2024,Middle East,Affiliate,Gold,at_risk,14,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0098,23,02-12-2025,23,111,3907,0,,01-08-2024,Middle East,Affiliate,Gold,churning,3,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0098,24,09-12-2025,22,148,4130,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,14,0,0,0,Performance Decline,Marketing assistance + performance review
P0098,25,16-12-2025,8,97,3660,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,24,2,0,0,Low Engagement,Re-engagement email + training invite
P0098,26,23-12-2025,25,118,3549,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,12,0,0,0,Financial Issues,Escalate to Finance + commission review
P0098,27,30-12-2025,14,36,4144,0,,01-08-2024,Middle East,Affiliate,Gold,churning,8,0,1,0,Financial Issues,Escalate to Finance + commission review
P0098,28,06-01-2026,23,19,3648,0,,01-08-2024,Middle East,Affiliate,Gold,healthy,23,0,0,0,Performance Decline,Marketing assistance + performance review
P0098,29,13-01-2026,5,137,4283,1,,01-08-2024,Middle East,Affiliate,Gold,healthy,26,1,0,0,Low Engagement,Re-engagement email + training invite
P0098,30,20-01-2026,13,25,3343,3,,01-08-2024,Middle East,Affiliate,Gold,healthy,24,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,1,01-07-2025,7,25,1368,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,24,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,2,08-07-2025,13,135,1989,0,,19-03-2024,Middle East,Affiliate,Gold,churning,5,0,1,0,Financial Issues,Escalate to Finance + commission review
P0099,3,15-07-2025,8,14,1519,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,17,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,4,22-07-2025,20,107,1672,1,,19-03-2024,Middle East,Affiliate,Gold,healthy,25,0,0,0,Financial Issues,Escalate to Finance + commission review
P0099,5,29-07-2025,26,70,1678,2,,19-03-2024,Middle East,Affiliate,Gold,churning,14,0,0,0,Relationship Neglect,Immediate account manager outreach
P0099,6,05-08-2025,18,30,2054,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,18,1,1,0,Financial Issues,Escalate to Finance + commission review
P0099,7,12-08-2025,27,27,1641,3,,19-03-2024,Middle East,Affiliate,Gold,churning,14,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,8,19-08-2025,17,105,2122,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,24,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0099,9,26-08-2025,9,96,1252,1,,19-03-2024,Middle East,Affiliate,Gold,churning,12,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,10,02-09-2025,10,22,1486,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,20,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,11,09-09-2025,28,102,1822,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,9,0,1,0,Financial Issues,Escalate to Finance + commission review
P0099,12,16-09-2025,5,101,2061,5,,19-03-2024,Middle East,Affiliate,Gold,healthy,26,1,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,13,23-09-2025,25,44,1631,1,,19-03-2024,Middle East,Affiliate,Gold,churning,22,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,14,30-09-2025,29,20,2080,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,5,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0099,15,07-10-2025,28,124,1871,0,,19-03-2024,Middle East,Affiliate,Gold,at_risk,1,0,0,0,Relationship Neglect,Immediate account manager outreach
P0099,16,14-10-2025,20,122,1327,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,7,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0099,17,21-10-2025,24,86,1354,0,,19-03-2024,Middle East,Affiliate,Gold,at_risk,28,0,0,0,Relationship Neglect,Immediate account manager outreach
P0099,18,28-10-2025,8,143,2208,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,6,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,19,04-11-2025,29,86,1874,3,,19-03-2024,Middle East,Affiliate,Gold,healthy,27,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,20,11-11-2025,28,35,1873,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,22,0,0,0,Financial Issues,Escalate to Finance + commission review
P0099,21,18-11-2025,29,116,1435,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,10,0,0,0,Performance Decline,Marketing assistance + performance review
P0099,22,25-11-2025,21,130,1630,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,19,0,0,0,Performance Decline,Marketing assistance + performance review
P0099,23,02-12-2025,14,18,1645,1,,19-03-2024,Middle East,Affiliate,Gold,churning,9,2,0,0,Relationship Neglect,Immediate account manager outreach
P0099,24,09-12-2025,26,114,2118,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,4,0,0,0,Relationship Neglect,Immediate account manager outreach
P0099,25,16-12-2025,23,106,1885,2,,19-03-2024,Middle East,Affiliate,Gold,churning,27,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0099,26,23-12-2025,28,95,2084,0,,19-03-2024,Middle East,Affiliate,Gold,churning,17,0,1,0,Financial Issues,Escalate to Finance + commission review
P0099,27,30-12-2025,9,95,2062,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,1,1,0,0,Low Engagement,Re-engagement email + training invite
P0099,28,06-01-2026,14,108,2041,0,,19-03-2024,Middle East,Affiliate,Gold,churning,5,0,0,0,Relationship Neglect,Immediate account manager outreach
P0099,29,13-01-2026,18,110,2100,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,21,0,0,0,Low Engagement,Re-engagement email + training invite
P0099,30,20-01-2026,14,15,1361,0,,19-03-2024,Middle East,Affiliate,Gold,healthy,4,5,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0100,1,01-07-2025,13,81,5700,0,,08-06-2024,North America,API User,Platinum,churning,22,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,2,08-07-2025,7,115,5831,0,,08-06-2024,North America,API User,Platinum,healthy,8,0,0,0,Low Engagement,Re-engagement email + training invite
P0100,3,15-07-2025,13,122,5760,5,,08-06-2024,North America,API User,Platinum,healthy,25,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,4,22-07-2025,13,108,5609,0,,08-06-2024,North America,API User,Platinum,churning,3,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0100,5,29-07-2025,27,69,5564,0,,08-06-2024,North America,API User,Platinum,churning,8,1,0,0,Relationship Neglect,Immediate account manager outreach
P0100,6,05-08-2025,27,128,6055,5,,08-06-2024,North America,API User,Platinum,at_risk,5,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,7,12-08-2025,22,30,5584,4,,08-06-2024,North America,API User,Platinum,churning,21,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,8,19-08-2025,13,122,5506,1,,08-06-2024,North America,API User,Platinum,healthy,29,0,0,0,Low Engagement,Re-engagement email + training invite
P0100,9,26-08-2025,18,80,6349,0,,08-06-2024,North America,API User,Platinum,at_risk,28,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0100,10,02-09-2025,18,80,6212,3,,08-06-2024,North America,API User,Platinum,at_risk,12,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,11,09-09-2025,11,14,5767,2,,08-06-2024,North America,API User,Platinum,at_risk,7,5,1,0,Financial Issues,Escalate to Finance + commission review
P0100,12,16-09-2025,5,54,6271,1,,08-06-2024,North America,API User,Platinum,healthy,12,0,1,0,Financial Issues,Escalate to Finance + commission review
P0100,13,23-09-2025,28,83,5818,0,,08-06-2024,North America,API User,Platinum,at_risk,24,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,14,30-09-2025,19,75,5571,1,,08-06-2024,North America,API User,Platinum,healthy,14,0,0,0,Performance Decline,Marketing assistance + performance review
P0100,15,07-10-2025,21,31,6152,1,,08-06-2024,North America,API User,Platinum,at_risk,27,0,0,0,Competitive Risk,Offer retention incentive + feature comparison
P0100,16,14-10-2025,22,97,6338,5,,08-06-2024,North America,API User,Platinum,at_risk,7,10,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,17,21-10-2025,26,50,6223,0,,08-06-2024,North America,API User,Platinum,churning,12,1,0,0,Financial Issues,Escalate to Finance + commission review
P0100,18,28-10-2025,25,28,5736,5,,08-06-2024,North America,API User,Platinum,churning,26,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,19,04-11-2025,6,14,5419,0,,08-06-2024,North America,API User,Platinum,healthy,6,0,0,0,Low Engagement,Re-engagement email + training invite
P0100,20,11-11-2025,18,108,5708,0,,08-06-2024,North America,API User,Platinum,churning,13,2,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,21,18-11-2025,15,97,5904,0,,08-06-2024,North America,API User,Platinum,at_risk,29,0,0,0,Relationship Neglect,Immediate account manager outreach
P0100,22,25-11-2025,19,80,6379,3,,08-06-2024,North America,API User,Platinum,healthy,29,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,23,02-12-2025,5,129,5519,0,,08-06-2024,North America,API User,Platinum,at_risk,28,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0100,24,09-12-2025,10,59,5815,0,,08-06-2024,North America,API User,Platinum,at_risk,26,0,0,0,Relationship Neglect,Immediate account manager outreach
P0100,25,16-12-2025,12,53,5442,0,,08-06-2024,North America,API User,Platinum,churning,4,0,2,0,Financial Issues,Escalate to Finance + commission review
P0100,26,23-12-2025,21,22,5493,5,,08-06-2024,North America,API User,Platinum,churning,18,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,27,30-12-2025,9,116,6290,0,,08-06-2024,North America,API User,Platinum,healthy,15,0,0,0,Low Engagement,Re-engagement email + training invite
P0100,28,06-01-2026,8,97,6232,4,,08-06-2024,North America,API User,Platinum,churning,8,0,0,0,Support Friction,Fast-track tickets + senior support follow-up
P0100,29,13-01-2026,9,46,5477,0,,08-06-2024,North America,API User,Platinum,healthy,8,0,0,0,Low Engagement,Re-engagement email + training invite
P0100,30,20-01-2026,12,96,6377,1,,08-06-2024,North America,API User,Platinum,churning,13,0,0,1,Competitive Risk,Offer retention incentive + feature comparison
P0101,1,01-07-2025,29,60,1172,0,,18-02-2024,Europe,API User,Silver,healthy,5,0,0,0,Performance Decline,Marketing assistance + performance review
P0101,2,08-07-2025,5,83,1222,2,,18-02-2024,Europe,API User,Silver,healthy,19,0,0,0,Low Engagement,Re-engagement email + training invite
